Aniline,Ligand,Additive,Base,Aryl halide,Product,Yield
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1cnoc1C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.3072459608
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1cnoc1C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.1130133212
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Fc1cccc(c1c1ccno1)F,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.4331119655
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1noc(c1)C,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.7944483194999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.0
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)c1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.518134607
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.09627089409
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1onc(c1)C,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.4664994849
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1noc(c1)c1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.6913688603
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1onc(c1)OC,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.7462339173999999
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc2c(c1)noc2,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.149053934
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)c1nocc1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.7385492194
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1onc(c1)C,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.3587055638
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1onc(c1)n1cccc1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.6143731020000001
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc2c(c1)noc2,CN(C(=NC(C)(C)C)N(C)C)C,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.5429333472
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,c1ccc(cc1)c1nocc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.7000785114
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.5797448070000001
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.7284784990000001
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1onc(c1)n1cccc1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.374061745
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1onc(c1)n1cccc1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.09293896223999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1onc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3484480888
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1ccon1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.0
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc2c(c1)noc2,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.1530703648
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.414297554
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3225917309
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)c1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.2929795514
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1ccno1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.3546998729
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccon1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.8068492947999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)c1conc1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.3605750203
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccon1,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.4915372199
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Cc1onc(c1)C,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.250144043
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc2c(c1)onc2,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.30772238420000003
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1onc(c1)OC,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.6997034068000001
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.08546147234
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1conc1,CN1CCCN2C1=NCCC2,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.1569796379
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc2c(c1)onc2,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.1931180946
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Cc1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.09043513945000001
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc2c(c1)onc2,CN1CCCN2C1=NCCC2,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.8080959568000001
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)CN(c1nocc1)Cc1ccccc1,CN1CCCN2C1=NCCC2,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.6824812709999999
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1noc(c1)c1ccccc1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.6871737558
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1onc(c1)C,CN1CCCN2C1=NCCC2,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.8365366274999999
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1conc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Br)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.059923205270000016
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1noc(c1)C,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.7880108905000001
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)CN(c1ccno1)Cc1ccccc1,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.3201377764
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1onc(c1)C,CN1CCCN2C1=NCCC2,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.07782359234
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Cc1noc(c1)c1ccccc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.01222906926
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc2c(c1)onc2,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.16100270760000002
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1cnoc1C,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)Cl,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.0
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,COC(=O)c1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.0
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1cnoc1C,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.1955154349
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,Fc1cccc(c1c1ccno1)F,CN(C(=NC(C)(C)C)N(C)C)C,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.3257727167
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Fc1cccc(c1c1ccno1)F,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.15921639099999998
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc2c(c1)noc2,CN1CCCN2C1=NCCC2,COc1ccc(cc1)Br,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.0
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1onc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,FC(c1ccc(cc1)Cl)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.01831351486
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,CCOC(=O)c1noc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.475989822
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,Cc1ccon1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.00968826586
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc2c(c1)onc2,CN(C(=NC(C)(C)C)N(C)C)C,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.1820662132
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1noc(c1)c1ccccc1,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.03864236463
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,FC(c1ccc(cc1)I)(F)F,FC(F)(F)c1ccc(NC2=CC=C(C)C=C2)cc1,0.01896181594
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,COC(=O)c1noc(c1)c1cccs1,CN1CCCN2C1=NCCC2,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.01957264533
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1ccon1,CN(C(=NC(C)(C)C)N(C)C)C,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.1167138777
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,Cc1onc(c1)n1cccc1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)I,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.5948668549
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,c1ccc(cc1)c1conc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,COc1ccc(cc1)I,COc1ccc(NC2=CC=C(C)C=C2)cc1,0.1672117045
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1cnoc1C,CN1CCCN2C1=NCCC2,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.00954745242
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.0
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1nocc1,CN1CCCN2C1=NCCC2,Ic1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.6362909921000001
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1conc1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.01309393322
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)c1conc1,CN(C(=NC(C)(C)C)N(C)C)C,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.3654381967
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,COC(=O)c1ccno1,CN(C(=NC(C)(C)C)N(C)C)C,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.4989638876
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,c1ccc(cc1)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Cl,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.07802080337
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,CCOC(=O)c1noc(c1)C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Clc1ccccn1,CC(C=C1)=CC=C1Nc2ncccc2,0.2261165831
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P([C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3)OC,CCOC(=O)c1ccon1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.0
CC1=CC=C(N)C=C1,COc1ccc(c(c1c1c(cc(cc1C(C)C)C(C)C)C(C)C)P(C(C)(C)C)C(C)(C)C)OC,c1ccc(cc1)c1ccno1,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,CCc1ccc(cc1)Br,CCc1ccc(NC2=CC=C(C)C=C2)cc1,0.1947378974
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C1CCCCC1)C1CCCCC1)C(C)C)C(C)C)C,Cc1onc(c1)C,CN(C(=NC(C)(C)C)N(C)C)C,Ic1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.3592744664
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,COC(=O)c1noc(c1)c1cccs1,CN1CCCN2C1=NCCC2,Clc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.07182520972
CC1=CC=C(N)C=C1,CC(c1cc(cc(c1c1ccccc1P(C(C)(C)C)C(C)(C)C)C(C)C)C(C)C)C,CCOC(=O)c1cnoc1C,CCN=P(N(C)C)(N(C)C)N=P(N(C)C)(N(C)C)N(C)C,Brc1cccnc1,CC(C=C1)=CC=C1Nc2cnccc2,0.2137540077
